Country,Year,lnrgdp,lnec2,residual
Egypt,2001,7.60707338,6.476572283,0.172216677
Egypt,2002,7.611877018,6.48882492,0.134279683
Egypt,2003,7.624726402,6.507650777,0.130004643
Egypt,2004,7.646520933,6.567164573,0.124869478
Egypt,2005,7.672208653,6.701960366,0.112739701
Egypt,2006,7.720687933,6.739324793,0.138177604
Egypt,2007,7.77164895,6.790535834,0.161252356
Egypt,2008,7.822981444,6.810803753,0.19197656
Egypt,2009,7.850013907,6.815080623,0.208007549
Egypt,2010,7.880358289,6.775982339,0.202805578
Egypt,2011,7.876710565,6.803127828,0.188696703
Egypt,2012,7.876581533,6.808586665,0.171394214
Egypt,2013,7.875522089,6.743623284,0.151383364
Egypt,2014,7.881669428,6.718409107,0.137315417
Egypt,2015,7.902391279,6.757598834,0.157236716
Egypt,2016,7.923489455,6.740008328,0.199447335
Egypt,2017,7.943541357,6.738800433,0.239714162
Garbon,1980,9.408121807,7.545331608,0.214049063
Garbon,1981,9.432844519,7.635545403,0.248637999
Garbon,1982,9.375879386,7.639040856,0.173763274
Garbon,1983,9.404434855,7.641199516,0.206406566
Garbon,1984,9.450340254,7.542409626,0.222041224
Garbon,1985,9.399784006,7.404984894,0.169070434
Garbon,1986,9.364358472,7.376889781,0.161205584
Garbon,1987,9.148631976,7.296725085,-0.014873792
Garbon,1988,9.241715969,7.324786573,0.05602537
Garbon,1989,9.296006928,7.225881684,0.09785076
Garbon,1990,9.319102396,7.126288218,0.110081352
Garbon,1991,9.351114845,7.131082813,0.15285997
Garbon,1992,9.292635311,7.170665548,0.115789268
Garbon,1993,9.304574519,7.200327873,0.19804818
Garbon,1994,9.314696784,7.05343014,0.229703645
Garbon,1995,9.337383511,7.119789348,0.227443129
Garbon,1996,9.347504159,7.134755384,0.207871014
Garbon,1997,9.378119194,7.12184194,0.227372111
Garbon,1998,9.387451712,7.158762994,0.221604391
Garbon,1999,9.26940519,7.107302616,0.12565087
Garbon,2000,9.226247185,7.087765834,0.067723067
Garbon,2001,9.223530005,7.134811167,0.052111764
Garbon,2002,9.197226763,7.29926344,-0.009534445
Garbon,2003,9.195190185,7.436805816,-0.022925229
Garbon,2004,9.176746359,7.560382503,-0.065184973
Garbon,2005,9.176369852,7.677895908,-0.104218987
Garbon,2006,9.119820301,7.76743333,-0.181274046
Garbon,2007,9.148934007,7.845991439,-0.178717401
Garbon,2008,9.084552634,7.909614347,-0.261599794
Garbon,2009,9.053212765,7.966794793,-0.301369758
Garbon,2010,9.087124731,8.048494311,-0.297132765
Garbon,2011,9.119070121,7.795325497,-0.289273207
Garbon,2012,9.132363695,7.636578436,-0.30113432
Garbon,2013,9.149426208,7.977233942,-0.283308102
Garbon,2014,9.155605372,7.898860305,-0.29992804
Garbon,2015,9.16031049,7.847854981,-0.300407405
Garbon,2016,9.150575505,7.909404615,-0.28518334
Garbon,2017,9.127392365,7.885732413,-0.289243433
Nigeria,1980,7.630456407,6.500448476,0.240423681
Nigeria,1981,7.46262841,6.517316705,0.078896946
Nigeria,1982,7.366166981,6.539860484,-0.034548231
Nigeria,1983,7.225146628,6.542428732,-0.171460853
Nigeria,1984,7.188639297,6.519397994,-0.23455665
Nigeria,1985,7.220461616,6.526831553,-0.198108033
Nigeria,1986,7.195037271,6.510124403,-0.195418183
Nigeria,1987,7.200283092,6.518070012,-0.146242639
Nigeria,1988,7.244748808,6.521018692,-0.125182363
Nigeria,1989,7.2376344,6.529214438,-0.139556711
Nigeria,1990,7.323177319,6.547660207,-0.05914137
Nigeria,1991,7.301296243,6.569032512,-0.069450517
Nigeria,1992,7.321353887,6.582579002,-0.029249533
Nigeria,1993,7.275760789,6.573484617,-0.006406697
Nigeria,1994,7.232509123,6.52372382,-0.023403821
Nigeria,1995,7.206881615,6.52601158,-0.077092765
Nigeria,1996,7.223098724,6.542731293,-0.090483183
Nigeria,1997,7.227154018,6.551151761,-0.096504891
Nigeria,1998,7.227727856,6.533076375,-0.113704394
Nigeria,1999,7.208585534,6.543278552,-0.107756606
Nigeria,2000,7.232494668,6.556266862,-0.097036387
Nigeria,2001,7.264870126,6.579876017,-0.078694168
Nigeria,2002,7.382273701,6.586185448,-0.004320095
Nigeria,2003,7.427798292,6.616091959,0.024618647
Nigeria,2004,7.490674562,6.618405149,0.057784986
Nigeria,2005,7.527218244,6.631171393,0.050579922
Nigeria,2006,7.559934621,6.613303678,0.057570364
Nigeria,2007,7.597446495,6.621645303,0.065112304
Nigeria,2008,7.636399904,6.624397178,0.082606055
Nigeria,2009,7.687075569,6.581761946,0.120000083
Nigeria,2010,7.737376394,6.628504232,0.138926838
Nigeria,2011,7.762315278,6.657805633,0.153509358
Nigeria,2012,7.776933439,6.68289776,0.151908339
Nigeria,2013,7.814746908,6.659473391,0.172789406
Nigeria,2014,7.849284816,6.638083379,0.187297901
Nigeria,2015,7.84899225,6.660319035,0.185380731
Nigeria,2016,7.806415503,6.652678066,0.164400024
Nigeria,2017,7.788364946,6.650402657,0.166512505
Rep. of Congo,1980,7.75209878,5.853896447,-0.101965966
Rep. of Congo,1981,7.885178739,5.855071922,0.036652508
Rep. of Congo,1982,8.06783889,5.884463798,0.202661763
Rep. of Congo,1983,8.095674918,5.968886572,0.238584063
Rep. of Congo,1984,8.134382523,5.907348973,0.248831575
Rep. of Congo,1985,8.094158641,5.919296999,0.213453416
Rep. of Congo,1986,7.995208874,5.875267753,0.141289854
Rep. of Congo,1987,7.969572178,5.863915226,0.158644895
Rep. of Congo,1988,7.959758024,5.809492929,0.122636784
Rep. of Congo,1989,7.958150239,5.819697099,0.113866678
Rep. of Congo,1990,7.940754692,5.811320618,0.090039857
Rep. of Congo,1991,7.936985335,5.827061491,0.097568713
Rep. of Congo,1992,7.935225961,5.787326737,0.113362944
Rep. of Congo,1993,7.897686731,5.765817866,0.143656241
Rep. of Congo,1994,7.813272181,5.589941658,0.079366392
Rep. of Congo,1995,7.824186001,5.694304366,0.06718013
Rep. of Congo,1996,7.837696419,5.606426871,0.045999073
Rep. of Congo,1997,7.802605803,5.533587098,-0.003118201
Rep. of Congo,1998,7.810299965,5.50545348,-0.01368626
Rep. of Congo,1999,7.755158848,5.460776294,-0.046404679
Rep. of Congo,2000,7.799322898,5.424861908,-0.017806461
Rep. of Congo,2001,7.808107668,5.510521298,-0.020038977
Rep. of Congo,2002,7.824581867,5.489474772,-0.047923916
Rep. of Congo,2003,7.803941258,5.626361328,-0.079950608
Rep. of Congo,2004,7.808176758,5.656481202,-0.104073495
Rep. of Congo,2005,7.851380983,5.703749141,-0.10294106
Rep. of Congo,2006,7.878655401,5.936929161,-0.089190399
Rep. of Congo,2007,7.828332809,5.783979017,-0.177322514
Rep. of Congo,2008,7.848227273,5.817378981,-0.177398056
Rep. of Congo,2009,7.887426362,5.91719887,-0.144556572
Rep. of Congo,2010,7.940832995,5.972205272,-0.122122331
Rep. of Congo,2011,7.946522017,6.230560185,-0.115656523
Rep. of Congo,2012,7.957908849,6.340994023,-0.116340837
Rep. of Congo,2013,7.967086053,6.341874909,-0.122914678
Rep. of Congo,2014,8.008279073,6.318625713,-0.101841436
Rep. of Congo,2015,8.009562459,6.333889271,-0.102521533
Rep. of Congo,2016,7.955768769,6.331509758,-0.13446345
Rep. of Congo,2017,7.898570753,6.328030695,-0.171556931
